imdb_id,service_id
tt0064116,ss_1
tt0064116,ss_6
tt0064116,ss_2
tt0095327,ss_10
tt0095327,ss_8
tt0034583,ss_10
tt0034583,ss_6
tt0034583,ss_1
tt7286456,ss_2
tt7286456,ss_1
tt7286456,ss_10
tt7286456,ss_6
tt0047396,ss_1
tt0047396,ss_6
tt0047396,ss_10
tt0095765,ss_10
tt0095765,ss_6
tt0078748,ss_7
tt0078748,ss_6
tt0078748,ss_10
tt0078748,ss_1
tt0078788,ss_7
tt0078788,ss_10
tt0078788,ss_6
tt0078788,ss_1
tt0209144,ss_6
tt0209144,ss_10
tt0209144,ss_1
tt0082971,ss_9
tt0082971,ss_1
tt0082971,ss_6
tt0082971,ss_10
tt0032553,ss_1
tt0405094,ss_1
tt0405094,ss_6
tt0405094,ss_10
tt1853728,ss_1
tt1853728,ss_10
tt1853728,ss_6
tt0050825,ss_10
tt0050825,ss_6
tt0050825,ss_1
tt0081505,ss_10
tt0081505,ss_1
tt0081505,ss_6
tt0081505,ss_5
tt4154756,ss_9
tt4154756,ss_10
tt4154756,ss_6
tt4154756,ss_1
tt0910970,ss_10
tt0910970,ss_1
tt0910970,ss_6
tt0910970,ss_4
tt0066763,ss_6
tt0066763,ss_2
tt0043014,ss_10
tt0043014,ss_1
tt0043014,ss_6
tt0043014,ss_2
tt4633694,ss_1
tt4633694,ss_10
tt4633694,ss_6
tt4633694,ss_9
tt0119698,ss_5
tt0119698,ss_1
tt0119698,ss_10
tt0119698,ss_6
tt0057012,ss_10
tt0057012,ss_6
tt0057012,ss_1
tt0051201,ss_10
tt0051201,ss_6
tt0051201,ss_1
tt4154796,ss_10
tt4154796,ss_1
tt4154796,ss_6
tt4154796,ss_4
tt1345836,ss_10
tt1345836,ss_6
tt1345836,ss_1
tt0087843,ss_10
tt0087843,ss_6
tt0090605,ss_1
tt0090605,ss_6
tt0090605,ss_10
tt0090605,ss_7
tt2380307,ss_10
tt2380307,ss_6
tt2380307,ss_1
tt2380307,ss_4
tt0169547,ss_6
tt0169547,ss_10
tt0169547,ss_1
tt0112573,ss_10
tt0112573,ss_6
tt0112573,ss_1
tt0082096,ss_10
tt0082096,ss_1
tt0082096,ss_6
tt0082096,ss_8
tt1187043,ss_9
tt1187043,ss_2
tt0114709,ss_10
tt0114709,ss_1
tt0114709,ss_6
tt0114709,ss_4
tt0057565,ss_10
tt0057565,ss_1
tt8579674,ss_1
tt8579674,ss_10
tt8579674,ss_6
tt0086190,ss_10
tt0086190,ss_1
tt0086190,ss_4
tt0086190,ss_6
tt0086879,ss_10
tt0086879,ss_6
tt0105236,ss_10
tt0105236,ss_6
tt0105236,ss_1
tt0361748,ss_1
tt0361748,ss_6
tt0361748,ss_10
tt0361748,ss_9
tt0119217,ss_1
tt0119217,ss_6
tt0119217,ss_10
tt0119217,ss_8
tt0062622,ss_10
tt0062622,ss_6
tt0062622,ss_1
tt0052357,ss_10
tt0052357,ss_6
tt0052357,ss_1
tt0180093,ss_7
tt0180093,ss_6
tt0180093,ss_10
tt0180093,ss_1
tt0022100,ss_10
tt0022100,ss_1
tt5074352,ss_9
tt0338013,ss_10
tt0338013,ss_1
tt0338013,ss_6
tt0033467,ss_10
tt0033467,ss_6
tt0033467,ss_1
tt2106476,ss_10
tt2106476,ss_6
tt2106476,ss_1
tt0093058,ss_6
tt0093058,ss_1
tt0093058,ss_10
tt0053125,ss_10
tt0053125,ss_6
tt0053125,ss_1
tt0066921,ss_10
tt0066921,ss_6
tt0040522,ss_6
tt0040522,ss_10
tt0040522,ss_1
tt0012349,ss_2
tt0012349,ss_1
tt0208092,ss_10
tt0208092,ss_1
tt0208092,ss_6
tt0045152,ss_10
tt0045152,ss_6
tt0045152,ss_1
tt0086250,ss_10
tt0086250,ss_1
tt0086250,ss_6
tt0075314,ss_9
tt0075314,ss_6
tt0075314,ss_10
tt0075314,ss_1
tt0056172,ss_1
tt0056172,ss_6
tt0056172,ss_10
tt0070735,ss_10
tt0070735,ss_6
tt0070735,ss_1
tt0435761,ss_1
tt0435761,ss_6
tt0435761,ss_10
tt0435761,ss_4
tt0017136,ss_1
tt0017136,ss_6
tt0017136,ss_10
tt0044741,ss_10
tt0044741,ss_6
tt0044741,ss_1
tt0059578,ss_6
tt0059578,ss_10
tt0059578,ss_1
tt1832382,ss_10
tt1832382,ss_1
tt1832382,ss_6
tt0036775,ss_10
tt0036775,ss_6
tt0036775,ss_1
tt0053604,ss_10
tt0053604,ss_1
tt0053604,ss_6
tt1255953,ss_6
tt1255953,ss_10
tt1255953,ss_1
tt0056592,ss_10
tt0056592,ss_2
tt0097576,ss_9
tt0097576,ss_6
tt0097576,ss_10
tt0097576,ss_1
tt1049413,ss_10
tt1049413,ss_1
tt1049413,ss_6
tt1049413,ss_4
tt2095684,ss_1
tt0113277,ss_6
tt0113277,ss_1
tt0113277,ss_10
tt0071853,ss_6
tt0071853,ss_10
tt0071853,ss_1
tt0071853,ss_9
tt0095016,ss_7
tt0095016,ss_6
tt0095016,ss_10
tt0095016,ss_1
tt0055630,ss_10
tt0055630,ss_1
tt0372784,ss_10
tt0372784,ss_6
tt0372784,ss_1
tt6966692,ss_1
tt6966692,ss_10
tt6966692,ss_6
tt0118849,ss_6
tt0118849,ss_1
tt0118849,ss_10
tt0363163,ss_6
tt0363163,ss_10
tt0363163,ss_2
tt0105695,ss_10
tt0105695,ss_6
tt0105695,ss_1
tt0053291,ss_10
tt0053291,ss_6
tt0053291,ss_1
tt0053291,ss_2
tt0347149,ss_10
tt0347149,ss_1
tt0347149,ss_6
tt0089881,ss_10
tt0089881,ss_6
tt0057115,ss_10
tt0057115,ss_6
tt0057115,ss_2
tt0057115,ss_1
tt0042192,ss_10
tt0042192,ss_6
tt0042192,ss_1
tt0268978,ss_10
tt0268978,ss_6
tt0112641,ss_10
tt0112641,ss_6
tt0112641,ss_1
tt0457430,ss_9
tt0457430,ss_10
tt0457430,ss_1
tt0457430,ss_6
tt0096283,ss_10
tt0096283,ss_1
tt0096283,ss_6
tt1305806,ss_10
tt1305806,ss_1
tt1305806,ss_6
tt0081398,ss_10
tt0081398,ss_6
tt0081398,ss_1
tt0081398,ss_9
tt0120735,ss_10
tt0120735,ss_6
tt0120735,ss_1
tt0993846,ss_10
tt0993846,ss_6
tt0993846,ss_1
tt0040897,ss_10
tt0040897,ss_6
tt0040897,ss_1
tt0469494,ss_9
tt0469494,ss_6
tt0469494,ss_10
tt0469494,ss_1
tt5027774,ss_6
tt5027774,ss_10
tt5027774,ss_1
tt0015864,ss_1
tt0071315,ss_10
tt0071315,ss_6
tt0071315,ss_1
tt0046912,ss_10
tt0046912,ss_6
tt0046912,ss_1
tt0434409,ss_10
tt0434409,ss_6
tt0434409,ss_1
tt0050976,ss_10
tt0050976,ss_6
tt0050976,ss_1
tt0477348,ss_6
tt0477348,ss_1
tt0477348,ss_10
tt2096673,ss_10
tt2096673,ss_1
tt2096673,ss_6
tt2096673,ss_4
tt1291584,ss_10
tt1291584,ss_1
tt1291584,ss_2
tt1291584,ss_8
tt1130884,ss_7
tt1130884,ss_10
tt1130884,ss_1
tt1130884,ss_6
tt0117951,ss_6
tt0117951,ss_10
tt0080678,ss_6
tt0080678,ss_1
tt0167404,ss_6
tt0167404,ss_1
tt0084787,ss_10
tt0084787,ss_6
tt0084787,ss_1
tt0031381,ss_10
tt0031381,ss_6
tt0031381,ss_1
tt3170832,ss_10
tt3170832,ss_6
tt3170832,ss_1
tt3170832,ss_9
tt0107290,ss_10
tt0107290,ss_1
tt0107290,ss_6
tt0050986,ss_10
tt0050986,ss_1
tt0083658,ss_9
tt0083658,ss_10
tt0083658,ss_6
tt0083658,ss_1
tt0083658,ss_5
tt0050212,ss_6
tt0050212,ss_10
tt0050212,ss_1
tt0266543,ss_6
tt0266543,ss_10
tt0266543,ss_1
tt0266543,ss_4
tt0079944,ss_10
tt0079944,ss_6
tt0047296,ss_6
tt0047296,ss_10
tt0047296,ss_1
tt0041959,ss_10
tt0041959,ss_1
tt0041959,ss_6
tt0116282,ss_10
tt0116282,ss_6
tt0116282,ss_1
tt0266697,ss_1
tt0266697,ss_6
tt0266697,ss_10
tt0266697,ss_8
tt0120382,ss_1
tt0120382,ss_6
tt0120382,ss_10
tt1205489,ss_6
tt1205489,ss_10
tt1205489,ss_1
tt0046438,ss_10
tt0046438,ss_6
tt0046438,ss_1
tt0077416,ss_6
tt0077416,ss_1
tt4729430,ss_9
tt8108198,ss_10
tt8108198,ss_6
tt8108198,ss_1
tt8108198,ss_9
tt0118715,ss_10
tt0118715,ss_6
tt0118715,ss_1
tt0978762,ss_1
tt0978762,ss_6
tt0978762,ss_10
tt0107207,ss_10
tt0107207,ss_6
tt0107207,ss_1
tt2267998,ss_10
tt2267998,ss_1
tt2267998,ss_6
tt2119532,ss_10
tt2119532,ss_1
tt2119532,ss_6
tt2278388,ss_10
tt2278388,ss_1
tt2278388,ss_6
tt1950186,ss_1
tt1950186,ss_10
tt1950186,ss_6
tt0060827,ss_1
tt0060827,ss_10
tt0112471,ss_10
tt0112471,ss_6
tt0112471,ss_1
tt0264464,ss_1
tt0264464,ss_6
tt0264464,ss_10
tt0892769,ss_1
tt0892769,ss_10
tt0892769,ss_6
tt0017925,ss_6
tt0017925,ss_2
tt0017925,ss_1
tt0356910,ss_7
tt0356910,ss_10
tt0356910,ss_6
tt0356910,ss_1
tt0015324,ss_6
tt1392214,ss_7
tt1392214,ss_10
tt1392214,ss_1
tt1392214,ss_6
tt2024544,ss_10
tt2024544,ss_1
tt2024544,ss_6
tt0061512,ss_10
tt0061512,ss_6
tt0061512,ss_1
tt1392190,ss_10
tt1392190,ss_6
tt1392190,ss_1
tt0072684,ss_6
tt0072684,ss_10
tt0074958,ss_10
tt0074958,ss_6
tt0074958,ss_1
tt0046268,ss_1
tt0092005,ss_6
tt0092005,ss_10
tt0092005,ss_1
tt0758758,ss_6
tt0758758,ss_10
tt0758758,ss_1
tt0405159,ss_6
tt0405159,ss_1
tt0405159,ss_10
tt0079470,ss_6
tt0079470,ss_10
tt0079470,ss_1
tt0079470,ss_9
tt1028532,ss_10
tt1028532,ss_1
tt1028532,ss_6
tt0091763,ss_1
tt0091763,ss_6
tt0091763,ss_10
tt0091763,ss_2
tt0052618,ss_6
tt0052618,ss_1
tt1979320,ss_7
tt1979320,ss_10
tt1979320,ss_6
tt3315342,ss_10
tt3315342,ss_6
tt3315342,ss_1
tt0097165,ss_10
tt0097165,ss_6
tt0097165,ss_1
tt1201607,ss_10
tt1201607,ss_6
tt0060107,ss_10
tt0053198,ss_10
tt0053198,ss_6
tt0053198,ss_1
tt0395169,ss_1
tt0395169,ss_6
tt0395169,ss_10
tt0245712,ss_6
tt0245712,ss_10
tt0245712,ss_1
tt0245712,ss_2
tt0405508,ss_9
tt1895587,ss_10
tt1895587,ss_1
tt1895587,ss_6
tt0087544,ss_10
tt0087544,ss_1
tt0087544,ss_6
tt4016934,ss_2
tt8613070,ss_3
tt8613070,ss_8
tt8613070,ss_10
tt0075148,ss_10
tt0075148,ss_6
tt0075148,ss_1
tt0198781,ss_10
tt0198781,ss_6
tt0198781,ss_1
tt0198781,ss_4
tt0113247,ss_10
tt0113247,ss_1
tt0025316,ss_6
tt0025316,ss_10
tt0025316,ss_1
tt1954470,ss_10
tt1954470,ss_6
tt1954470,ss_1
tt0381681,ss_6
tt0381681,ss_1
tt0381681,ss_10
tt0093779,ss_6
tt0093779,ss_10
tt0093779,ss_1
tt1454029,ss_10
tt1454029,ss_6
tt1454029,ss_1
tt0087884,ss_10
tt0087884,ss_1
tt4857264,ss_9
tt4430212,ss_10
tt4430212,ss_1
tt4430212,ss_6
tt4430212,ss_9
tt0088247,ss_6
tt0088247,ss_10
tt0088247,ss_1
tt0088247,ss_5
tt0043338,ss_6
tt0043338,ss_1
tt0169102,ss_9
tt0064115,ss_10
tt0064115,ss_6
tt0103639,ss_1
tt0103639,ss_6
tt0103639,ss_4
tt2338151,ss_9
tt0094625,ss_8
tt0050613,ss_10
